id,name,level,health_min,health_max,armor_class,damage,gold_min,gold_max,aggressive,file,description
dwarven_sorcerer,Dwarven Sorceror,25,400,400,0,0,0,60,False,experimental,"The dwarven sorcerer has an obvious callousness about his expression, and appears no one to be trifled with. He radiates confidence and power. He wears robes of a deep reddish brown, similar to the hue of the stone in the walls of his home. He carries a black sceptre topped with some sort of softly glowing crystal."
stone_scorpion,Stone Scorpion,25,750,750,0,0,0,0,True,experimental,"The stone scorpion is skillfully crafted and resembles a common scorpion, except that it is nearly twenty feet in length and it's carapace has the color and texture of stone."
stone_warrior,Stone Warrior,25,600,600,0,0,0,50,True,experimental,The stone warrior is skillfully crafted and resembles a heavily muscled warrior in full plate armor and stands nearly twenty feet high. It is armed with a huge stone axe.
stone_wizard,Stone Wizard,25,500,500,0,0,0,0,True,experimental,The stone wizard is skillfully crafted and resembles a gaunt sorcerer in flowing robes covered with runes and sigils. It is armed with a stone sceptre topped with a glowing crystal and stands nearly twenty feet high.
hellhound,Hellhound,28,400,400,0,0,0,60,False,experimental,"The hellhound is a large wolf-type creature that dwells in the firey depths of the volcano.  It glares at you with devilish red eyes, mentally feeding you to its young.  It moves with a certain strut that airs its pride and seems to taunt you with its vicious grin."
elite_dwarven_guard,Elite Dwarven Guard,30,600,600,0,0,0,85,True,experimental,"This guard closely resembles his lesser brethren, however his equipment is of a finer quality and he appears more agressive and well disciplined. He wears brushed steel scale mail armor and wields a huge battleax engraved with runes along the edge of the blade."
elven_scout,Elven Scout,30,300,300,0,0,50,65,True,experimental,The elven scout peers at you through its forest green eyes.  The stripes painted on his face warn you that he has come across and slain many an unexpecting traveller.  Your doom awaits.
great_dragon,Great Dragon,30,1200,1200,0,0,0,60,False,experimental,"The great dragon has greyish scales and powerful leathery wings. It is without a doubt the most enormous creature you have ever seen, being well over two hundred feet in length. Its talons and teeth are yellowish white, and smoke curls upward from its nostrils as it regards you with amusement."
ice_elemental,Ice Elemental,30,1000,1000,0,0,0,60,True,experimental,The ice elemental is a titanic humanoid formed of ice.
female_elf,Female Elf,32,350,350,0,0,50,65,True,experimental,"Despite being female, this elf resembles a modern-day war machine. She moves blindingly fast, striking at any possible moment.  Though a good fight is her forte, she is also amazingly beautiful, as female elves always seem to be."
elven_warrior,Elven Warrior,33,350,350,0,0,9,141,False,experimental,"This elven warrior is built like a tree, and oddly enough blends in with the trees as well, a warrior of a stealthy sort.  He wields an axe that must have been crafted by the dwarves and enchanted by the high elves.  He is certainly a force to be reckoned with."
magma_slug,Magma Slug,35,500,500,0,0,40,55,True,experimental,The magma slug is a gigantic slug that is covered in magma.  Its maw rumbles with fury as it looks to burn you alive with its own magma.
elven_champion,Elven Champion,37,450,450,0,0,80,95,True,experimental,"This elven champion is built like a mountain.  There seems to be no escape from this warrior of warriors, a man's man -- only an elf. He wields a great sword that shines like the moons on a good night. Only the most powerful elves can craft such a beast."
dwarven_captain,Dwarven Captain,40,800,800,0,0,45,60,True,experimental,"This grim warrior appears to have seen more than his share of battle, and seems utterly fearless. His dwarven mail is of fine quality and each scale has finely engraved runic designs. He wields a battleax with a haft easily four feet long and a blade blacker than night."
flame_elemental,Flame Elemental,40,1500,1500,0,0,0,80,True,experimental,The flame elemental is a titanic humanoid formed of flame.
master_smith,Master Smith,40,800,800,0,0,20,35,True,experimental,"This older dwarf is gnarled and bulging with muscle. His leathers smeared with grime and sweat. He seems very calm and at one with his surrounds. The great hammer he cradles in his arms is forged of a dull bluish metal, and almost seems to glow dimly."
elven_warlord,Elven Warlord,44,550,550,0,0,110,125,True,experimental,This elven warlord is about to knock some sense into you with his warhammer.  His evil eyes seem to hypnotize you into giving in to your imminent death.
dwarven_leutenant,Dwarven Leutenant,45,900,900,0,0,95,110,True,experimental,This dwarven officer wears scale armor of the finest quality and brandishes a huge battleaxe of fine make with an extraordinarily keen edge. He seems very dignified and confidant.
dwarven_archmage,Dwarven Archmage,50,600,600,0,0,95,110,True,experimental,"The dwarven archmage has an obvious callousness about his expression, and appears no one to be trifled with. He radiates incredible power. He wears robes of a deep purple hue. He carries a black sceptre topped with some sort of brightly glowing crystal."
dwarven_warlord,Dwarven Warlord,50,1000,1000,0,0,145,160,True,experimental,This ruthless dwarven battle chief is dressed in heavy scale armor made of a dull bluish metal that seems to absorb light. The weapon in his hands is an enormous battleax with a haft of dark grey wood and a head forged of the same strange metal as his armor. Dimly glowing runes adorn the head of his axe along the edges of the blades.
orc_subchief,Orc Subchief,50,500,500,0,0,0,104,False,experimental,"The orc subchief is a smallish humanoid with piglike facial features and is covered sparsely by coarse body hair. He stands over five feet in height, is wearing chainmail armor, and is armed with {0} {1}."
stone_elemental,Stone Elemental,50,2000,2000,0,0,0,100,True,experimental,The stone elemental is a titanic humanoid formed of stone.
mystic_knight,Mystic Knight,60,2500,2500,0,0,0,0,True,experimental,The mystic knight has the look of a well seasoned warrior who has seen many a battle in his time. His gear and clothing are the finest available. He is wearing glowing dragonscale armor and wielding a jeweled claymore. Somehow you are aware that he could easily defeat you.
